"","SMILE","Activity"
"V1249","COC(=O)C1=CC2=C(S1)C=NC=C2C3=CC(=CC=C3)F",3.899999872
"V1250","CCC1=C2C=CNC2=NC(=N1)NC3=CC(=C(C=C3)N4CCOCC4)Cl",2
"V1251","COC1=CC=CC(=C1)CNC(=O)C2=CN=C(N=C2)C3=CC=NC=C3",3.400000617
"V1252","COC(=O)C1=CC=CC=C1C2=CC3=C(C=C2)C(=O)NC4=CC=CC=C4N3",3.899999872
"V1253","C1OC2=C(O1)C=C(C=C2)C3=C4C=CNC4=NC=N3",2.400002346
"V1254","CC1=C2C(=O)C(=CNC2=NC(=C1Br)N3CCC(C3)NC)C(=O)O",3.899999872
"V1255","CC1=CC(=NN1)NC2=NC(=CC(=N2)Cl)NCC3=CC=CC=C3",2.300008203
"V1256","CN1C=C(C2=C1C=CC(=C2)OC)C3=CC4=NC(=CN=C4N3)Br",3.400000617
"V1257","CC(C)(C)OC(=O)N1C2=C(C=C(C=C2)NC3=C(C(=O)C3=O)NCC4=C(C=C(C=C4)Cl)Cl)C=N1",3.899999872
"V1258","CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)O",3.400000617
"V1259","CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3OC)C4=CC=C(C=C4)F)CO",3.699999798
"V1260","COC1=CC=CC(=C1)CNC(=O)C2=CC=C(C=C2)C3=CC=NC=C3",3.400000617
"V1262","CN(C)S(=O)(=O)C1=CC=CC=C1C2=CC3=C(C=C2)C(=O)NC4=CC=CC=C4N3",3.899999872
"V1263","CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO",3.400000617
"V1264","CCCNC(=O)C1=CC=C(C=C1)NC2=NC3=C(C=CN3)C(=N2)NCC(F)(F)F",2.400002346
"V1265","C1=CSC2=NC(=O)NC(=C21)N",4.799999969
"V1266","C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=NNC(=O)C=C3)C(F)(F)F",3.400000617
"V1268","CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=C(C=C3)OCCCN5C=CC=C5)NN=C4N",1.10002573
"V1269","CCCCNC1=NC(=C(S1)C(=O)C2=CC=CC=C2)N",3.400000617
"V1270","CCCNC(=O)C1=CC=C(C=C1)NC2=NC3=C(C(=N2)NCC(F)(F)F)SC=C3",3.400000617
"V1272","COC1=C(C=C(C(=C1)CN2CCCCC2)Cl)NC(=O)NC3=NC=C(N=C3)C#N",3.899999872
"V1273","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5",2.600003087
"V1275","CCCON1C2=C(C=C(C=C2)Cl)C(=O)C3=C1N(N=C3C)C",3.899999872
"V1276","CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O",3.044036611
"V1278","CC(C)(C#N)OC1=CC=CC(=C1Cl)C(=O)NC2=C(C=CC(=C2)N(C)C3=NC4=C(C=C3)N=C(S4)NC(=O)C5CC5)F",0.477121255
"V1284","C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)OC3=NC=NC4=C3C=NN4",1.079181246
"V1286","C1=CC=C(C(=C1)C(=O)O)NC2=NC(=NC=C2)NC3=CC=C(C=C3)[N+](=O)[O-]",2.400002346
"V1287","C1CNC2=C(C(=NC=N2)N)N=C1C3=CC=CC=C3",3.315433181
"V1288","CN(C)CC1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O",3.299999496
"V1290","C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7",4.056664919
"V1291","C1=CC=C(C(=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O)Cl",3.299999496
"V1292","C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC5=C(C=C4)C=NC=C5)N",4.698970004
"V1293","C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C=CC4=CC=NC=C4)N",4.698970004
"V1294","CC(C)(C)N1C2=C(C(=N1)C3=CC=C(C=C3)Cl)C(=NC=N2)N",2.600003087
"V1296","CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O",2.500003068
"V1297","CS(=O)(=O)C1=CC=CC(=C1)NC2=NC=CC(=N2)NC3=C(C=CC4=C3OCO4)Cl",4.477121255
"V1298","C1CC1NC2=NN3C(=NN=C3C4=CC=C(C=C4)C(F)(F)F)C=C2",3.899999872
"V1299","COC1=CC2=C(C=C1)C3=C4C(=C5C6=CC=CC=C6N(C5=C3CC2)CCO)CNC4=O",3.62065648
"V1300","CC(C)OC1=CC2=C(C=C1)C3=C4C(=C5C6=CC=CC=C6N(C5=C3CC2)CCO)CNC4=O",3.528659645
"V1301","C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)NC3=CC(=C(N=C3)N)Cl",4.477121255
"V1302","CC1=C(C=CC2=C1C=CN2)NC3=C4C=C(SC4=NC=C3C#N)C=CC(=O)N5CCCC5",4.698970004
"V1303","CCN1C2=CC(=C(C=C2C(=O)C3=C1NOC3=O)O)Cl",3.500000321
"V1304","C1=CC(=C(C=C1Cl)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)O",3.500000321
"V1305","C1=CC=C2C(=C1)NC(=C(C3=NC4=CC=CC=C4N3)N=O)N2",3.199999125
"V1306","COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C(=CC=C4)O)O",3.400000617
"V1307","COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)C(=O)OC)C(=N2)N5CCOCC5",4.698970004
"V1308","CC1=CC=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C",4
"V1309","CCS(=O)C1=CC=C(C=C1)C2=COC3=C2C=C(C=C3)C4=CC=C(O4)C",4
"V1313","CC1=C(C=CC2=C1C=CN2)NC3=C(C=NC=C3C#N)C=CCCN4CCCC(C4)N",3.579783597
"V1316","CC(CNC1=NC=CC(=C1)C2=C(C3=C(N2)C=CC=N3)C4=CC=C(C=C4)F)O",4
"V1317","CC(C)(CC(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC=CC(=C4)C(F)(F)F)Cl)O",4
"V1319","CC1=C(C=C(C=C1)C(=O)NC2CC2)NC3=NC=NN4C3=C(C(=C4)C(=O)C5=CC=CC=C5)C",4.397940009
"V1320","CC1CN(CCN1)C2=NC3=C(C=C2)N=C(C4=CN=CN43)NC5=C(C=CC=C5Cl)C",3
"V1322","COC1=CC=C(C=C1)C2=C(N=CO2)C(=O)NCC3=CC=NC=C3",4
"V1323","C1C(=CC2=CC=CC=N2)C(=O)C(=CC3=CC=CC=N3)CS1",3.812913357
"V1324","CC(C)(C(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=C5C=NSC5=CC=C4)Cl)N",4
"V1326","CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)(C(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC(=CC=C4)Cl)Cl)S(=O)(=O)C",4
"V1327","C1CC(NC1)C(=O)NC2=CC=C(C=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCOCC5",2.684486292
"V1328","CC1=C(C=C(C=C1)C(=O)NOC)NC2=NC(=NC(=N2)N3CCCN(CC3)C)N(C)CC(C)(C)C",4
"V1330","CN1CC(=CC2=CC=CC=N2)C(=O)C(=CC3=CC=CC=N3)C1",3.113943352
"V1331","CN1CC(C(=O)C(=CC2=CC=CC=N2)C1)CC3=CC=CC=N3",5
"V1332","CN1CC(C(=O)C(=CC2=CC=CC=N2)C1)CC3=CC=CC=N3",5
"V1333","C1CNC2=C(C=C1C(=O)NCCO)C(=NC=N2)NC3=CC(=C(C=C3)OC4=C5C=CSC5=CC=C4)Cl",4
"V1334","CC(=O)OC1CC2(C(CCC2O)C3=C1C4(C(OC(=O)C(=CN(CCO)C(C)(C)C)C4=C(C3=O)O)COC)C)C",4
"V1338","C1C(=CC2=CC=CC=C2F)C(=O)C(=CC3=CC=CC=C3F)CN1",2.886490725
"V1339","CC1=C(C=C(C=C1)C(=O)NC2=NOC=C2)NC3=C(C(=NC=N3)NC4CCCC4)C#N",4.477121255
"V1340","C1CN(C1)CC2CC(C2)C3=NC(=C4N3C=CN=C4N)C5=CC6=C(C=C5)C=CC(=N6)C7=CC=CC=C7",3.633468456
"V1342","C1=CC=C(C=C1)C2=C3C=CNC3=NC=C2",2.300008203
"V1345","CCN1CCN(CC1)CCC=CC2=CC3=NC=C(C(=C3C=C2)NC4=CC(=C(C=C4)SC5=NC=CN5C)Cl)C#N",3
"V1346","C1=CC(=C(C=C1CNC=C2C3=C(C=CC(=C3)I)C(=O)NC2=O)O)C4=COC=C4",4
"V1351","C1C(=CC2=CC=CC=N2)C(=O)C(=CC3=CC=CC=N3)CN1",2.819543936
"V1357","CN1C=C(C2=C1C=CC(=C2)OC)C3=CC4=NC=CN=C4N3",3.400000617
"V1358","CN1C=CC2=C1C(=NC=N2)OC3=CC(=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)F",0.325477493
"V1359","COC1=CC=C(C=C1)CNC2=C3C4=CC=CC=C4OC3=NC=C2",6
"V1360","C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O",4.36361198
"V1361","CC1CC=CC(=O)CC(CCCC2=CC(=CC(=C2C(=O)O1)O)OC)O",0.763427994
"V1362","CC1=C(C=C(C=C1)NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)C(=O)NC3=C(N(N=C3)CC4=CC=C(C=C4)OC)N",0.974050903
"V1363","CC1CCC(CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5",4
"V1364","CC1(C2=C(C=CC(=C2)C3CCN(CC3)C4COC4)C(=O)C5=C1NC6=C5C=CC(=C6)C#N)C",2
"V1365","CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)CCO)C(F)(F)F)C#CC4=CN=C(N4C)C(=O)NC",0.361727836
"V1366","CN1C=C(C=N1)C2=CN=C3C=CC4=C(C=C(C=C4)NS(=O)(=O)N(C)CC5COCCO5)C(=O)C3=C2",1.643452676
"V1367","CCC1=C(C=C2C(=C1)C(=O)C3=C(C2(C)C)NC4=C3C=CC(=C4)C#N)N5CCN(CC5)C6COC6",3.698970004
"V1368","CCN1C2=C(C=NC=C2C(=O)N3CCC(C3)N)N=C1C4=NON=C4N",3.299999496
"V1369","CN1CCC(CC1)COC2=CC3=C(C=C2)C(=NC=N3)NC4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)F",0.740362689
"V1370","C1=CC2=C(C(=C1)Cl)NC=NC2=O",4.899999981
"V1371","CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)C(=O)N(C)CCCN(C)C",3.400000617
"V1372","CC1CCN(CC1C2=NC=C3N2C4=C(NC=C4)N=C3)C(=O)CC#N",3.100001583
"V1373","C1=CC(=NC=C1C2=NN3C=CN=C3C=C2)F",4.899999981
"V1374","C1=CN=C2C(=CC(=CC2=C1NC(=O)NC3=NC=CN=C3)F)F",3.400000617
"V1375","C1=CC(=NC(=C1)NC(=O)NC2=C3C=C(C=CC3=NC=C2)Cl)C(F)(F)F",3.400000617
"V1376","CCN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC5=C(C=C4)NN=C5)Cl",1.2999429
"V1377","CC1=CC=CC(=C1)C2=CC3=C(CNC3=O)C=C2",5
"V1378","C1C(=O)NN=C2N1C3=CC=CC=C3OC2",5
"V1379","C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)C#N",3.400000617
"V1380","CCN(CC)CCNC(=O)C1=CC(=CC=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC4=CC=CC=C43",3.199999125
"V1381","C1=CC(=C2C(=C1)NN=C2N)C3=CC=C(C=C3)F",4.099999858
"V1382","CCCOC1=CC=CC(=C1)C(C)NC(=O)C2=CC=C(C=C2)C3=C(C=NC=C3)F",3.400000617
"V1383","C1=CC=C(C=C1)C2=CC=NC3=C(C=NN23)C(=O)N",5
"V1384","CCN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC5=C(C=C4)NN=C5)C#N",0.999923116
"V1385","C1C2=C(C=C(C=C2)C3=CC=CC=C3)C(=O)N1",5
"V1386","C1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)N",3.500000321
"V1387","C1=C2C(=NC=C1Br)NC(=O)N2",4.299999931
"V1388","COC1=CC=C(C=C1)N2C=CC3=CN=C(N=C32)NC4=CC(=C(C(=C4)OC)OC)OC",1.899984563
"V1389","CC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC3)F",5
"V1390","CC(=O)C1=CC=CC=C1C2=C3C=CNC3=NC=N2",4.199999947
"V1391","CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)C(=O)NCCOCCO",3.400000617
"V1392","CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)C(=O)N(C)CCN",3.400000617
"V1393","C1=CC=C2C(=C1)NC3=C(C(=NC=N3)N)C(=O)N2",3
"V1394","C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC5=C(C=C4)C=NC=C5)N",3.100001583
"V1395","COC(=O)C1=C(N=C2N1C=CC=C2)N",4.399999925
"V1396","C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)Cl)C(F)(F)F",3.400000617
"V1397","C1=CC(=NC(=C1)NC(=O)NC2=C3C=C(C(=CC3=NC=C2)F)F)C(F)(F)F",3.400000617
"V1398","CCOC1=CC=CC=C1C2=CC(=CC=C2)C3=C4C(=CC(=O)N=C4NN3)C",3.400000617
"V1399","C=CC1=CC=C(C=C1)C2=CC=CC3=NN=C(N32)N",4.399999925
"V1400","CC(=O)C1=C(C(=O)N(N=C1C2=CC=CC=C2)C)N",4.299999931
"V1401","CC(=O)OCCN1C2=NC(=O)C=C(C2=C(N1)C3=CC(=CC=C3)Br)C(F)(F)F",3.400000617
"V1403","CC1=NC2=CC(=NN2C(=C1)C(=O)N)C(C)(C)C",5
"V1404","CCC1=CC2=NC=CC(=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F",3.400000617
"V1405","CC1=CC(=CC=C1)NC(=O)NC2=C(C=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CCO)N)F",0
"V1406","C1=CSC(=C1)C2=CC(=NC3=CC=NN32)C(=O)N",4.799999969
"V1407","C1=CC=C(C=C1)C=CC2=NN3C=CN=C3C=C2",5
"V1408","CC1=CC(=O)N=C2C1=C(NN2)C3=CC=CC(=C3)C4=CC=C(C=C4)Cl",3.400000617
"V1409","C12=C(NN=C1N=C(S2)Cl)N",5
"V1410","CCC1CC(CC1C2=NC=C3N2C4=C(NC=C4)N=C3)NS(=O)(=O)C5CC5",3
"V1411","CC1=CC2=C(C=C1)N(CCC2)C3=NC(=NC=N3)NC4=CC(=C(C(=C4)OC)OC)OC",2.900000965
"V1412","CC(=O)C1=CC=CC(=C1)C2=NN3C=CN=C3C=C2",4.799999969
"V1413","CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC(=C4)C(=O)NCCCCO",3.400000617
"V1414","CC(C)(C)NC1=NC=NC2=C1C(=CN2)C3=CC=CC=C3",3.400000617
"V1415","C1CN(CCN1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65",2.900000965
"V1416","CC1=C(C=CC(=C1)C2=C3C=CNC3=NC=N2)F",3
"V1417","C1=CC=C(C=C1)C2=CC=CC3=CN=C(N32)N",4.500000047
"V1418","CC1=CC(=O)N=C2C1=C(NN2)C3=CC=CC(=C3)C4=CC=C(C=C4)C#N",3.400000617
"V1419","C1=CC(=NC(=C1)NC(=O)NC2=CC=NC3=C(C=CC(=C23)F)F)C(F)(F)F",3.400000617
"V1420","C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3",3.400000617
"V1421","C1C2COCC2CN1C3=CC4=C(C=CN=C4C=C3)NC(=O)NC5=NC=CN=C5",3.299999496
"V1422","C1=CC(=CC(=C1)F)CNC2=NC=NC3=C2NC=N3",4.399999925
"V1423","CCN(CCN)C(=O)C1=CC(=CC=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC4=CC=CC=C43",3.400000617
"V1424","CCN(C1=CC=C(C=C1)NC2=NC3=C(C(=N2)NC4CC4)NC=N3)C(=O)C",1.800029359
"V1425","CC#CC1=CC2=C(C=CN=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F",3.400000617
"V1426","CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F",2.700002397
"V1427","CC(C)CN1C2=C(C=C(C=C2)NC3=NC=CC=N3)C4=C5CNC(=O)C5=C6C(=C41)CCC7=NN(C=C76)C",0.801029996
"V1428","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=NC=C(S3)CC(=O)NC4=CC(=CC=C4)F)OCCCN5CCC(CC5)CO",3
"V1429","CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F",0.903089987
"V1430","CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(=O)NC3=CC(=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC)F",0.858670847
"V1433","CC1=CC=C(C=C1)NC(=O)NC2=NN=C(S2)SC3=NC=NC4=C3C=CC(=C4)OCCCN5CCOCC5",4
"V1434","CN1C=C(C=N1)NC2=NC=C(C(=N2)NC3C4CC(C3C(=O)N)C=C4)Br",0.954242509
"V1435","CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C=CN(C4=N3)C5CCCCC5",2
"V1436","CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC4=CN=C(N=C4C=C3)NCCN5CCOCC5",0
"V1439","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC",3.313682928
"V1440","CNC1=NC=NC(=N1)C2=C(N=CC=C2)OC3=CC(=C(C=C3)F)C(=O)NC4=C(C=CC(=C4)C(F)(F)F)N(C)CCCN(C)C",3.892094603
"V1441","CC1=C(C=C(C=C1)C(=O)NC2=C(C=CC(=C2)C(F)(F)F)OC3CCN(CC3)C)C4=CC5=CN=C(N=C5C=C4)NC",1.230448921
"V1442","C1=CC(=CC(=C1)Cl)C2=CNNC2=C3C=C(N=C3)C(=O)NC(CO)C4=CC(=C(C=C4)F)Cl",3.591064607
"V1444","COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC4=C(C=C3)C(=CC=C4)C(=O)NC5=CC=C(C=C5)Cl",-0.314281341
"V1445","CN1C(=O)C(=CN=C1NC2=CC=C(C=C2)F)C3=NC=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OCCCN6CCOCC6)OC",1.919078092
"V1446","CN1C(=O)C(=CN=C1NC2=CC=C(C=C2)F)C3=CC(=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OCCCN6CCOCC6)OC)F",2.1430148
"V1447","CC1=C(C(=O)N(N1CC(C)(C)O)C2=CC=CC=C2)C(=O)NC3=NC=C(C=C3)OC4=C5C=CC(=CC5=NC=C4)OC",2.886423328
"V1448","C1COCCN1CC2=CC=C(C=C2)C=CC3=NC=CC(=C3)C4=CC5=C(N4)NC=NC5=O",2
"V1449","CN(C)CCOC1=CC=C(C=C1)C=CC2=NC=CC(=C2)C3=CC4=C(N3)NC=NC4=O",2.278753601
"V1450","CS(=O)(=O)C1=CC=C(C=C1)CNCC2=C(C(=C(C(=C2)C(=O)O)NC3=C(C=C(C=C3)I)F)F)F",4.255272505
"V1452","C1=CC(=C(C=C1I)F)NC2=C(C(=C(C=C2C(=O)O)C=NNC(=O)C3=CC=C(O3)CO)F)F",3.477121255
"V1453","C1=CC(=CC=C1S(=O)(=O)CC(=O)NN=CC2=C(C(=C(C(=C2)C(=O)O)NC3=C(C=C(C=C3)I)F)F)F)Cl",4.477121255
"V1454","C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC4=NC=NC5=C4C=CN5",4
"V1455","CCN(CC)CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl",0.899820502
"V1456","CC1=CC(=NN1)NC2=NC(=NC=C2)NC3=CC=CC(=C3)C4=NC5=CC=CC=C5S4",3.875061263
"V1457","C1CNCCC1NC2=NN3C(=NN=C3C4=CC(=CC=C4)C(F)(F)F)C=C2",3.602059991
"V1458","C1CC1NC(=O)NC2=CNNC2=C3N=C4C=CC(=CC4=N3)CN5CCOCC5",1
"V1459","CN1C(=NC=C(C1=O)C2=CC(=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OCCCN5CCOCC5)OC)F)CC6=CC=CC=C6",2.625312451
"V1461","C1=CC(=C(C=C1I)F)NC2=C(C(=C(C=C2C(=O)O)CNC(=O)C(CC(=O)N)N)F)F",4.477121255
"V1462","CC1=CC(=NN1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC=CC(=C4)C5=NC6=CC=CC=C6S5)OC)OC",3.278753601
"V1463","CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=CC3=C(C=C2)N=CC=C3",4.361727836
"V1464","CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=CC3=CC(=CN=C3C=C2)C=CC(=O)N",4.041392685
"V1466","CC1CSC2=C(C(=O)C3=CC(=C(C(=C3N12)F)N4CCC(C4)N)F)C(=O)O",3.899999872
"V1469","CN1C=C(C2=C(C=CN=C21)C3=CC=C(C=C3)C(=O)NCCO)C=C4C(=O)C5=C(O4)C=CC=C5O",1.698970004
"V1481","CCOC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F",2.255272505
"V1506","COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=S)NCC4=CC5=C(C=C4)OCO5)OC",4.238046103
"V1507","COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CC=C(C=C4)C#N)OC",5
"V1509","CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC(=O)C3CC3",4.397940009
"V1511","CC1=CC2=C3C(=C1)C(=CN3CCN(C2)C(=O)N4CCCCC4)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7",4.301029996
"V1515","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC",3.586447349
"V1518","COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=S)NCC4=CC=CC=C4)OC",5
"V1519","COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CC=C(C=C4)Br)OC",5
"V1520","C1CCN(CC1)C(=O)N2CCN3C=C(C4=C3C(=CC=C4)C2)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7",4.301029996
"V1521","CN(C)C(=O)N1CCN2C=C(C3=C2C(=CC=C3)C1)C4=C(C(=O)NC4=O)C5=CN=C6N5C=CC=C6",4.301029996
"V1522","CC(C)OC(=O)N1CCN2C=C(C3=C2C(=CC=C3)C1)C4=C(C(=O)NC4=O)C5=CN=C6N5C=CC=C6",4.301029996
"V1523","CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC(=NC(=C3)C)C",4
"V1527","C1CC1NC(=O)C2=CC(=C(C=C2F)F)NCC3=CN=C(S3)NC4=CC=CC=N4",1.481893914
"V1528","COC1=C(C=C2C(=C1)C(=NC=N2)N3CCN(CC3)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-])OC",5
"V1529","C1CCN(C1)CCCOC2=CC(=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC6CCOCC6",3.397940009
"V1530","CN1CCN(CC1)CCOC2=CC(=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC6CCOCC6",4.32118279
"V1531","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C=C(C=C3)Br)F)OCCN4C=CN=N4",1.58804563
"V1532","CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC.Cl",1.690105621
"V1533","C1=CC=C2C(=C1)C(=CC3=CC=CN3)C(=O)N2",2.146128036
"V1534","C1C2=CC=CC=C2C3=C4CNC(=O)C4=C5C6=CC=CC=C6NC5=C31",2.617000341
"V1543","COC1=CC2=C(C=C1)NC=C2C=C3C4=CC=CC=C4NC3=O",3.400000617
"V1545","C1CC2=C(CC1C3=CC=CC=C3)C=NN2",4.600000032
"V1550","C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6S5",2.477121255
"V1552","C1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6NC5=C31)CNC4=O",2.041392685
"V1553","C1CC2=C3C(=C4C(=C2C5=CC=CC=C51)CNC4=O)C6=CC=CC=C6N3",2.477121255
"V1554","C1CC2=C3C(=C4C(=C2C5=CC=CC=C51)C(=O)NC4=O)C6=CC=CC=C6N3",2.477121255
"V1555","CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O",1.633468456
"V1556","C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CNC(=O)C=C5)N=C3",2
"V1557","C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CNN=C5)N=C3",1
"V1558","C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC(=NC=C5)N)N=C3",1.763427994
"V1559","C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC(=C(C=C5)O)O)N=C3",0
"V1560","C1=CC(=CC=C1NC2=NC=C(O2)C3=CC(=C(C=C3)O)O)S(=O)(=O)N",2
"V1561","C1=CC(=CC=C1NC2=NC=C(O2)C3=CNC(=O)C=C3)S(=O)(=O)N",4
"V1562","C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3",1.491361694
"V1563","C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3",0.602059991
"V1569","CC1=C(C=C(C=C1)O)CCC2C3CCC(C3(CCC2O)C)C(C)C=CCC(C)C",3.694605199
